,location,title,company,salary,summary,rating,clean_location,clean_title
5673,"Chennai, Tamil Nadu",Product Manager,Rocketlane,,"
You will get to work with functions across the company such as product design, engineering, marketing, sales, and customer success.
",,"Chennai, Tamil Nadu",Product Manager
5674,"Mumbai, Maharashtra",newProduct Manager,Abbott Laboratories,,"
New product evaluation in the therapy area.
Achieve brand MS , Sales and Division Margins to build enduring and profitable brands for.
",4.0,"Mumbai, Maharashtra",Product Manager
5675,"Bengaluru, Karnataka",newSenior Product Manager,Novo Nordisk,,"
Launch new products in line with local strategy and regional approval.
As an Senior Product Manager, you will support the development & execution of local…
",4.1,"Bengaluru, Karnataka",Senior Product Manager
5676,"Bengaluru, Karnataka",Product Manager,Amadeus,,"
Monitor product acceptance, product performance and satisfaction.
Proven track record of defining product requirements and delivering successful products.
",4.0,"Bengaluru, Karnataka",Product Manager
5677,"Chennai, Tamil Nadu",Product Manager Sr Associate,Cognizant,,"
Seek review inputs from the product lead.
Create POCs to identify the feasibility of new technologies/ products and share the findings with the architecture…
",3.9,"Chennai, Tamil Nadu",Product Manager Sr Associate
5678,"Gurgaon, Haryana",Product Manager,Target Integration,"₹20,00,000 - ₹25,00,000 a year","
Managing sprints and deliveries to customers.
Total work: 8 years (Preferred).
",,"Gurgaon, Haryana",Product Manager
5679,"Remote in Hyderabad, Telangana",Sr Inbound Product Manager,ServiceNow,,"
Collaborate with teams spread across globally customer success teams, outbound product managers, industry product managers, user experience, and internal…
",3.6,"Hyderabad, Telangana",Sr Inbound Product Manager
5680,"Bengaluru, Karnataka",newProduct Marketing Manager,Simplilearn Solutions Private Limited,"₹12,00,000 a year","
We’re on the hunt for a product marketing manager to develop and execute marketing strategies to increase Simplilearn’s product awareness and adoption.
",3.6,"Bengaluru, Karnataka",Product Marketing Manager
5681,"Chennai, Tamil Nadu+4 locations",Buisness Development Manager,Client Of ASK consultants,"₹7,00,000 - ₹8,00,000 a year","
Client of ASK Consultants is in manufacturing of wooden doors & windows, frames, engineered wood products, glass doors, hardware and accessories.
",,"Chennai, Tamil Nadu",Buisness Development Manager
5682,Rajasthan,Product Manager,Pegasus,,"
Monitor product usage and interact regularly with sales force, account managers, and customers to analyze product feedback and build product knowledge.
",3.5,Rajasthan,Product Manager
5683,"Mumbai, Maharashtra",Product Manager- Sustainability (Hydrogen Services),TÜV SÜD,,"
Developing and managing projects related to Hydrogen.
This position is responsible for managing services (testing, inspection and certification) or advisory…
",3.6,"Mumbai, Maharashtra",Product Manager Sustainability Hydrogen Services
5684,"Saidapet, Chennai, Tamil Nadu",Senior Product Manager,Monexo Fintech Pvt Ltd,"₹35,000 - ₹50,000 a month","
Writing sharp/clear product documents.
Build innovative financial products in a cross-functional team.
2+ years of product management experience in Consumer…
",,"Saidapet, Chennai, Tamil Nadu",Senior Product Manager
5685,"Bengaluru, Karnataka",Assistant Manager - Product Control - PNL,BNP Paribas,,"
Strong Equity products knowledge including its models and valuations.
Product Control consists of streams like Documentation & Reconciliation, Trade Support, P…
",3.9,"Bengaluru, Karnataka",Assistant Manager Product Control PNL
5686,"Bengaluru, Karnataka",newProduct Manager,Omnicell,,"
Expert on features and product.
2 to 7 years product management experience.
Finds way to measure and track customer satisfaction effectively throughout the…
",,"Bengaluru, Karnataka",Product Manager
5687,"Chennai, Tamil Nadu",Product Manager – International eCommerce,Winbold Retail,,"
A product manager would gain 360-degree view of business, from identifying a potential product/market opportunity through market data analysis, evaluating the…
",,"Chennai, Tamil Nadu",Product Manager – International eCommerce
5688,"Bengaluru, Karnataka",newProduct Manager III - India,Silicon Valley Bank,,"
Skilled in roadmap development and ready to dive into product details and user experience.
5-7+ years in Product Management driving product strategy and…
",3.8,"Bengaluru, Karnataka",Product Manager III
5689,"Bengaluru, Karnataka",newProduct Manager – HPE Ezmeral Unified Analytics,Hewlett Packard Enterprise,,"
Execute product strategy in close collaboration with product development, design and documentation teams.
Develop the core positioning and messaging for the…
",3.8,"Bengaluru, Karnataka",Product Manager – HPE Ezmeral Unified Analytics
5690,"Remote in New Delhi, Delhi",Associate Product Manager,Sentieo,,"
Provide efficient and effective process management support for gathering requirements, communicating product strategy and user stories, organizing product…
",,"New Delhi, Delhi",Associate Product Manager
5691,"Bengaluru, Karnataka",newProduct Manager,Avriant Software Development,,"
Dissect/differentiate between alternate product constructs.
Insights as inputs to conceptualize and prioritize product requirements.
",,"Bengaluru, Karnataka",Product Manager
5692,"Hyderabad, Telangana",Product Manager-Cerebra,Dr.Reddy's,,"
O Brief ad agency on the product.
Coordinate with packaging, FR&D for product features finalization.
Analyze market potential for the identified new product…
",4.1,"Hyderabad, Telangana",Product ManagerCerebra
5693,"Bengaluru, Karnataka","Product Manager, Cloud SQL",Google,,"
6 years of experience in product design or product management.
Experience creating product roadmaps from conception to launch, driving the product vision,…
",4.3,"Bengaluru, Karnataka",Product Manager Cloud SQL
5694,"Chennai, Tamil Nadu+2 locations",Customer Analytics- Manager,Tredence,,"
Know-how of MarTech and Digital Experience products.
At least 7 yrs. of working experience in Customer Analytics, Customer Experience and Marketing Analytics…
",3.9,"Chennai, Tamil Nadu",Customer Analytics Manager
5695,"Bengaluru, Karnataka",Associate Product Manager,Fortigo Network Logistics Private Limited,"₹9,00,000 - ₹12,00,000 a year","
Owning the product backlog including scope, quality, schedule in line with product vision.
Managing multiple cross-functional products simultaneously.
",,"Bengaluru, Karnataka",Associate Product Manager
5696,"Chennai, Tamil Nadu+2 locations","Software Developer Opening - Freshers(2020,2021) - Product D...",Sage IT India,"₹8,50,000 a year","
The job requires an individual who can understand business requirements, assess the fitment with current and emerging technologies, and work within a team to…
",,"Chennai, Tamil Nadu",Software Developer Opening Freshers20202021 Product D
5697,"Remote in Bengaluru, Karnataka",Product Manager,RamSoft,,"
Establish product feature KPIs to measure product success.
Lead activities pertaining to product development and product launches.
",,"Bengaluru, Karnataka",Product Manager
5698,"Remote in Bengaluru, Karnataka",Product Designer,DesignString,"₹8,00,000 - ₹12,00,000 a year","
You will be working with product owners ( Client Stakeholders ), product managers directly to deliver the user experience.
",,"Bengaluru, Karnataka",Product Designer
5699,"Bengaluru, Karnataka",Assistant Brand Manager,Flipkart,,"
Structuring the Annual product launch pipeline plans based on Sales AOPs, Category & Customer needs and product trends.
Marketing Experience would be required.
",4.1,"Bengaluru, Karnataka",Assistant Brand Manager
5700,"Chennai, Tamil Nadu",Maconomy Applications & Integrations Product Manager,WPP IT,,"
Previous experience of project/product management.
You're a motivated, flexible team player and manager with the ability to deliver in a timely and professional…
",,"Chennai, Tamil Nadu",Maconomy Applications & Integrations Product Manager
5701,"Mumbai, Maharashtra",newSr. Manager- Digital product and proposition manager-Mumbai,ICICI Prudential Life,,"
Continuously monitor and improve the existing offering around product, digital experience and services.
Do the primary and secondary research on the expressed…
",4.0,"Mumbai, Maharashtra",Sr. Manager Digital product proposition managerMumbai
5702,"Chennai, Tamil Nadu+1 location",newMarketing Manager,Educrate,"₹45,000 a month","
Total work: 5 years (Required).
",,"Chennai, Tamil Nadu",Marketing Manager
5703,"Vadodara, Gujarat",Global Product Manager (f/m/d),Hitachi Energy,,"
You define product strategy and segment positioning for DTB and PASS, analyze portfolio gaps and business opportunities, and decide on modifications or…
",3.6,"Vadodara, Gujarat",Global Product Manager fmd
5704,"Remote in Bengaluru, Karnataka",Product Manager,Emplay Inc,"₹27,00,000 - ₹30,00,000 a year","
10+ years of product management experience, with 2+ years working closely with data scientists or ML team.
Engage with the narrative technology platform team …
",,"Bengaluru, Karnataka",Product Manager
5705,"Bengaluru, Karnataka",Lead Product Manager - Ads & Promo Platform,GO-JEK,,"
At least 5 years of experience as a product manager, ideally working on a large scale B2B platform or ad-tech products.
",,"Bengaluru, Karnataka",Lead Product Manager Ads & Promo Platform
5706,"Mohali, Punjab",Dy. Manager - Product Supply Management,Mahindra & Mahindra Ltd.,,"
7-10 years of experience.
B.tech/ M. Tech in Mechanical engineering.
",4.2,"Mohali, Punjab",Dy. Manager Product Supply Management
5707,"Chennai, Tamil Nadu+1 location",Cluster Sales Manager,Tata Business Hub,"₹13,00,000 a year","
Interact and develop relationships with the decision maker and other key stakeholders and influence them to adopt Tata products for SMB’s.
",,"Chennai, Tamil Nadu",Cluster Sales Manager
5708,"Chennai, Tamil Nadu",Software Product Manager,Logitech,,"
Strong interest in studying and creating products.
Suggest and drive product enhancements to improve user experience.
MBA or business-related degree a plus.
",4.0,"Chennai, Tamil Nadu",Software Product Manager
5709,"Remote in Mumbai, Maharashtra",Product Manager,CredAble,,"
Maintain awareness of competitive products, potential competitive products, competitors, and competitor capabilities and help to organize this data into…
",,"Mumbai, Maharashtra",Product Manager
5710,"Hyderabad, Telangana","Product Manager, Google Assistant",Google,,"
5 years of experience with developer/platform products and in product delivery.
As a Product Manager, you will provide contextual and personalized in-product…
",4.3,"Hyderabad, Telangana",Product Manager Google Assistant
5711,"Bengaluru, Karnataka",Product Manager - Driver Excellence,GO-JEK,,"
At least 3 years of experience working as a product manager delivering highly successful and innovative consumer Internet products, exhibiting stellar design…
",,"Bengaluru, Karnataka",Product Manager Driver Excellence
5712,"Bengaluru, Karnataka",Product Manager,Pasfar Technologies,,"
3+ years product management experience.
Experience working with engineering teams to define, scope and prioritize product requirements.
",,"Bengaluru, Karnataka",Product Manager
